ground_truth,prediction,score
-1,-1,-0.17159173964558594
-1,-1,-0.16926736680481935
-1,-1,-0.16339663974240948
-1,-1,-0.11618963200776922
-1,-1,-0.06497140394926709
-1,-1,-0.1434672024440029
-1,-1,-0.15726181974795472
-1,-1,-0.08635438086795866
-1,-1,-0.14415772241642433
-1,-1,-0.08526765574580286
-1,-1,-0.034500379097641753
-1,-1,-0.06818545268194065
-1,-1,-0.1682421335341776
-1,-1,-0.11202453150498282
-1,-1,-0.12960177119481797
-1,-1,-0.2473569727512992
-1,-1,-0.24209035229451303
-1,-1,-0.07370026810194508
1,1,0.08406242910433015
1,1,0.08328846127368472
-1,-1,-0.06129803418075058
-1,-1,-0.16875224752717688
-1,-1,-0.11102053318278138
1,1,0.085707404078319
-1,-1,-0.056987366239332704
-1,-1,-0.16258277373711583
-1,-1,-0.12823518347435547
-1,-1,-0.16237668010806683
-1,-1,-0.20607519299103016
-1,-1,-0.12144475093864582
-1,-1,-0.08779618793399402
-1,-1,-0.0753833916925164
-1,-1,-0.18423925537548846
-1,-1,-0.0951642407124047
-1,-1,-0.03923225159353161
1,1,0.0828289734592268
-1,-1,-0.1584289617297775
-1,-1,-0.23138067919571526
-1,-1,-0.22164982683559054
-1,-1,-0.22068157111389297
-1,-1,-0.06717893510221273
-1,-1,-0.20193460404763808
-1,-1,-0.21961329582011369
-1,-1,-0.09995963735188818
-1,-1,-0.11228917182444831
-1,-1,-0.19769483021470735
-1,-1,-0.12293874099621149
-1,-1,-0.1297424600273026
-1,-1,-0.21263165350908497
-1,-1,-0.13815211930726645
1,1,0.07289617484216593
1,1,0.07972432955163022
1,1,0.08062055896994214
1,1,0.08627120681684058
1,1,0.0851794626690155
-1,-1,-0.001546428691873658
-1,-1,-0.15478311636405417
-1,-1,-0.22158998797949414
-1,-1,-0.21010294843974053
-1,-1,-0.20995617625042184
-1,-1,-0.23544884873291194
-1,-1,-0.18393425863929813
-1,-1,-0.07499706741635881
-1,-1,-0.19346633210945818
-1,-1,-0.1913810898998678
1,1,0.0799908186938546
1,1,0.08445467331653778
1,1,0.08453557364504183
-1,-1,-0.09039648018762125
-1,-1,-0.2150425621665214
-1,-1,-0.21015653880271346
-1,-1,-0.16129078289850374
-1,-1,-0.07686284795283416
-1,-1,-0.1948580598784837
-1,-1,-0.20337046402082415
-1,-1,-0.1164938633149285
-1,-1,-0.17549391932377167
-1,-1,-0.11170290659035009
-1,-1,-0.07439249272789583
-1,-1,-0.2325112875910117
-1,-1,-0.23136123670391506
-1,-1,-0.20805457204159805
-1,-1,-0.2207945468692365
-1,-1,-0.2234061260603052
-1,-1,-0.21754562709436487
-1,-1,-0.16005787565004548
-1,-1,-0.15709322462736353
-1,-1,-0.10502103115155215
